회계 연도,매입 마감 (월),발주처,비용배분,S&I 센터,작업유형,장소,건물동,계약명,낙찰금액, PO금액,PO번호,PR번호,PR금액,담당,부서,전체 세대수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,08월31일,엘지화학,단독,운영센터,기계수리,원내(공통),1Pilot동,[공통]1P동 및 3연구동 전기실 항온항습기 수리,2220000,,,,,공통,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,08월31일,엘지화학,단독,운영센터,기계수리,원내(공통),전지동,[공통]전지동 흡연실 에어컨 수리,379000,,,,,공통,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,01월31일,엘지화학,단독,운영센터,기계수리,원내(생명),1연구동,13423 항온항습기 수리,460000,499100,,,611000,김성욱,진단연구팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,03월30일,엘지화학,단독,운영센터,기계수리,원내(생명),1연구동,11315 항온항습기 냉매배관 누기보수,630000,683550,,,794000,장재완,신약연구센터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,03월30일,엘지화학,단독,운영센터,기계수리,원내(생명),1Pilot동,1P동 기계실 냉동기 수리,1480000,1605800,,,2136000,배성일,제연)공정개발팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,03월30일,엘지화학,단독,운영센터,기계수리,원내(생명),1Pilot동,1연구동 및 1P동 콜드룸 내부 보수,630000,677250,4507493613-10,87785632-10,895000,윤정민,대전.안전환경팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,04월30일,엘지화학,단독,운영센터,기계수리,원내(생명),1연구동,12418 항온항습기 수리,1050000,1139250,,,1227000,김신복,대전품질팀(진단품질),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,04월30일,엘지화학,단독,운영센터,기계수리,원내(생명),1연구동,1B219 에어컨 수리,419000,454615,,,465000,이시내,연개)DMPK팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,04월30일,엘지화학,단독,운영센터,기계수리,원내(생명),1연구동,1B423 에어컨 수리,970000,1052450,,,1082000,김민정,백신개발1팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,05월31일,엘지화학,단독,운영센터,기계수리,원내(생명),1연구동,1B219 에어컨 수리,769000,834365,,,848000,이시내,연개)DMPK팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,05월31일,엘지화학,단독,운영센터,기계수리,원내(생명),2Pilot동,2P동 옥상 항온항습기 수리,1870000,2028950,,,2052000,배성일,제연)제품연구센터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,06월30일,엘지화학,단독,운영센터,기계수리,원내(생명),1연구동,13320 콜드룸 수리,1290000,1386750,4507579662-10,88508157-20,1409000,윤정민,대전.안전환경팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,06월30일,엘지화학,단독,운영센터,기계수리,원내(생명),1연구동,12310 콜드룸 수리,1230000,1322250,4507579661-10,88508157-10,1430000,윤정민,대전.안전환경팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,06월30일,엘지화학,단독,운영센터,기계수리,원내(생명),1연구동,1B219 에어컨 수리,386000,418810,,,428000,이시내,연개)DMPK팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,06월30일,엘지화학,단독,운영센터,기계수리,원내(생명),1연구동,1B423 에어컨 수리,553000,600005,,,630000,김민정,백신개발1팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,08월31일,엘지화학,단독,운영센터,기계수리,원내(생명),1연구동,1B321 콜드룸 수선,960000,1032000,4507619774-10,88912487-10,1095000,김회숙,생명과학연구소.신약연구센터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,08월31일,엘지화학,단독,운영센터,기계수리,원내(생명),1연구동,13404 에어컨 수리,401000,431075,4507625439-10,89077632-10,444000,박판윤,생명과학.품질.대전품질팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,08월31일,엘지화학,단독,운영센터,기계수리,원내(생명),1연구동,12320 콜드룸 수리,570000,612750,4507631384-10,89153115-10,709000,한기철,생명과학연구소.기획팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,08월31일,엘지화학,단독,운영센터,기계수리,원내(생명),1연구동,13320 콜드룸 수리,560000,602000,4507632743-10,89201426-10,642000,김성욱,생명과학.백신.진단.연구팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,08월31일,엘지화학,단독,운영센터,기계수리,원내(생명),1연구동,12319 콜드룸수리,2870000,3085250,4507641241-10,89258546-10,3134000,김회숙,생명과학연구소.신약연구센터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,08월31일,엘지화학,단독,운영센터,기계수리,원내(생명),1연구동,12320 콜드룸 온도디스플레이 수리,470000,505250,4507651646-10,89393341-10,907000,한기철,생명과학연구소.기획팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,08월31일,엘지화학,단독,운영센터,기계수리,원내(생명),1연구동,1B305 항온항습기 수리,480000,516000,4507653510-10,89393340-10,742000,한기철,생명과학연구소.기획팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,08월31일,엘지화학,단독,운영센터,기계수리,원내(생명),1연구동,13319 항온항습기 수리,500000,537500,4507653511-10,89393340-20,756000,한기철,생명과학연구소.기획팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,09월30일,엘지화학,단독,운영센터,기계수리,원내(생명),1연구동,1B307 항온항습기 수리,270000,290250,4507665527-10,89535604-10,317000,한기철,생명과학연구소.기획팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,11월30일,엘지화학,단독,운영센터,기계수리,원내(생명),1연구동,11321 콜드룸 수리,970000,1042750,4507732585-10,90495766-10,1148000,한기철,생명과학연구소.기획팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,11월30일,엘지화학,단독,운영센터,기계수리,원내(생명),1연구동,1B307 항온항습기 수리,750000,806250,4507737397-10,90530248-10,91600,이주현,생명과학연구소.백신.백신 분석팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 101동,신축사택 101-301 수장공사,2560000,2752000,4507750175-10,90575146-10,2800000,서남석,시설에너지팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 AB동,기숙사 A동 404-4호외 1건 도배보수,690000,741750,4507750176-10,90575146-30,750000,서남석,시설에너지팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,사택 세대내 보일러 수리(개별),원외(사택/기숙사),사택 101동,신축사택 101-202 보일러 구동기 교체,480000,516000,4507750177-10,90575146-20,600000,서남석,시설에너지팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 6동,사택 6-301 난방 분배기 교체,405000,435375,4507754929-10,90585435-10,500000,서남석,시설에너지팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,기숙사 기계실 보일러 수리(중앙),원외(사택/기숙사),기숙사 3동,기숙사 3동 부스타보일러 수리,200000,215000,4507753293-10,90585435-20,300000,서남석,시설에너지팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택(101동-104동),신축사택 주차장 바닥보수 작업,3157000,3393775,4507757668-10,90589673-20,3500000,서남석,시설에너지팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 103동,신축사택 103-301 및 401호 누수보수작업,4838000,5200850,4507757667-10,90589673-10,5300000,서남석,시설에너지팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),기숙사 AB동,기숙사 B동 204-3 누수부분 벽체보수,1847000,1985525,4507757669-10,90589673-70,2100000,서남석,시설에너지팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),기숙사 AB동,기숙사 B동 204-3 누수배관 보수,324000,348300,4507757956-10,90589673-60,500000,서남석,시설에너지팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 AB동,기숙사 B동 204-3 도배보수 작업,340000,365500,4507757672-10,90589673-50,400000,서남석,시설에너지팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 102동,신축사택 102-303 수장공사,1960000,2107000,4507757671-10,90589673-40,2200000,서남석,시설에너지팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 9동,사택 9-505 수장공사,1410000,1515750,4507757670-10,90589673-30,1600000,서남석,시설에너지팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 6동,사택 6-105 수장공사,1530000,1644750,4507766912-10,90605095-10,1700000,서남석,시설에너지팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 6동,사택 6-106 수장공사,1560000,1677000,4507766913-10,90605095-20,1700000,서남석,시설에너지팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 8동,사택 8-201 VIP실 수장공사,7140000,7675500,4507766916-10,90605095-80,7800000,서남석,시설에너지팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 8동,사택 8-201 VIP실 전열기구 교체작업,493000,529975,4507766917-10,90605095-90,900000,서남석,시설에너지팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 103동,신축사택 103-205 수장공사,1310000,1408250,4507766944-10,90605095-30,1500000,서남석,시설에너지팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 104동,신축사택 104-402 수장공사,1190000,1279250,4507766914-10,90605095-40,1300000,서남석,시설에너지팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 AB동,기숙사 A동 902-4호외 1건 도배보수,690000,741750,4507766915-10,90605095-50,800000,서남석,시설에너지팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 5동,사택 5-302 화장실 누수보수 및 누수탐지,1217000,1308275,4507766918-10,90605095-60,1500000,서남석,시설에너지팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),기숙사 AB동,기숙사 B동 901-3 소방배관 누수보수,518000,556850,4507766919-10,90605095-70,600000,서남석,시설에너지팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 황인성책임(기초소재),1800000,1935000,4507758344-10,90590124-10,2008000,황인성,기초소재,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,기계수리,원내(화학),본관동,본관동 L층 식당 냉동냉장창고 수리,2360000,2537000,4507741623-10,90558499-10,2565000,이상재,대전.업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,기계수리,원내(화학),2연구동,2연구동 1층 항온항습 공조기 수리,2370000,2547750,4507744016-10,90560347-10,2370000,김민주,아크릴/SAP.TECH센터.SAP TS팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,기계수리,원내(화학),5Pilot동,5P136 항온항습기 수리,1290000,1386750,4507744017-10,90561200-10,1441000,신성진,정보전자소재연구소.High Barrier PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,기계수리,원내(화학),3Pilot동,3P241 항온항습기 수리,1220000,1311500,4507744273-10,90562769-10,1397000,이다미,Display재료.염료개발팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,기계수리,원내(화학),5연구동,52321 항온항습기 수리,1220000,1311500,4507744055-10,90561258-10,1374000,구세진,중앙연구소.기반기술.부가 중합PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,기계수리,원내(화학),2연구동,21320 항온항습기 수리,1460000,1569500,4507747092-10,90565246-10,1654000,김창우,고무/특수수지.TECH센터. 고무/특수수지TS팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,기계수리,원내(화학),5연구동,51306 항온항습기 수리,1000000,1075000,4507747381-10,90569974-10,1171000,임미라,중앙연구소.분석.무기분석P JT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,기계수리,원내(화학),본관동,HB405 항온항습기 수리,1040000,1118000,4507752060-10,90575167-10,1215000,이동엽,정보전자소재연구소.건식 박막PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,기계수리,원내(화학),5연구동,52320 항온항습기 수리,970000,1042750,4507747380-10,90569871-10,1106000,김영석,중앙연구소.기반기술.코팅P JT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,기계수리,원내(화학),3Pilot동,3P321 드라이룸 제습공조기 수리,3150000,3386250,4507747379-10,90561206-10,3817000,한승주,Battery연구소.기술전략.기 획팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,기계수리,원내(화학),2연구동,23310 항온항습기 수리,850000,913750,4507758343-10,90591302-10,1172000,조현주,기초소재연구소.SAP/접착 제.WBAR PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,기계수리,원내(화학),4연구동,42318 드라이룸 공조기 수리,280000,301000,4507761614-10,90600207-10,510000,한승주,Battery연구소.기술전략.기 획팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,기계수리,원내(화학),3Pilot동,3P221 제습공조기 수리,200000,215000,4507766920-10,90604616-10,390000,이상우,Display재료.OLED개발3팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,기계수리,원내(화학),5연구동,51221 에어컨 수리,1191000,1280325,4507766395-10,90607099-10,1307000,곽수영,중앙연구소.분석.유기분석PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,기계수리,원내(화학),5Pilot동,5P136 항온항습기 휀모터 교체,290000,311750,4507767350-10,90606775-10,344000,신성진,정보전자소재연구소.High Barrier PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,기계수리,원내(화학),4연구동,42201 에어컨 수리,590000,634250,4507771878-10,90614131-10,654000,김학윤,Battery연구소.양극재개발PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,기계수리,원내(공통),본관동,[공통][표준단가]본관동 L층 통신실 에어컨 수리,811000,,,,,공통,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,12월31일,엘지화학,단독,운영센터,기계수리,원내(공통),기타,[공통][표준단가]스포츠센터 에어컨 수리,387000,,,,,공통,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16년,08월31일,엘지화학,단독,운영센터,유지보수,원내(화학),기타,[공통 유지보수] 항온항습기 및 기타 냉각장비,3700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16년,08월31일,엘지화학,단독,운영센터,유지보수,원내(생명),기타,[생명 유지보수] 항온항습기 및 기타 냉각장비,520000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16년,09월30일,엘지화학,단독,운영센터,유지보수,원내(화학),기타,[공통 유지보수] 항온항습기 및 기타 냉각장비,3700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16년,09월30일,엘지화학,단독,운영센터,유지보수,원내(생명),기타,[생명 유지보수] 항온항습기 및 기타 냉각장비,520000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16년,10월31일,엘지화학,단독,운영센터,유지보수,원내(화학),기타,[공통 유지보수] 항온항습기 및 기타 냉각장비,3700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16년,10월31일,엘지화학,단독,운영센터,유지보수,원내(생명),기타,[생명 유지보수] 항온항습기 및 기타 냉각장비,520000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16년,11월30일,엘지화학,단독,운영센터,유지보수,원내(화학),기타,[공통 유지보수] 항온항습기 및 기타 냉각장비,3700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16년,11월30일,엘지화학,단독,운영센터,유지보수,원내(생명),기타,[생명 유지보수] 항온항습기 및 기타 냉각장비,520000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16년,12월31일,엘지화학,단독,운영센터,유지보수,원내(화학),기타,[공통 유지보수] 항온항습기 및 기타 냉각장비,3700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16년,12월31일,엘지화학,단독,운영센터,유지보수,원내(생명),기타,[생명 유지보수] 항온항습기 및 기타 냉각장비,520000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,01월31일,엘지화학,단독,운영센터,유지보수,원내(화학),기타,[공통 유지보수] 항온항습기 및 기타 냉각장비,3700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,01월31일,엘지화학,단독,운영센터,유지보수,원내(생명),기타,[생명 유지보수] 항온항습기 및 기타 냉각장비,520000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17년,02월28일,엘지화학,단독,운영센터,유지보수,원내(화학),기타,[공통 유지보수] 항온항습기 및 기타 냉각장비,3700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
