회계 연도,매입 마감 (월),발주처,비용배분,S&I 센터,작업유형,장소,건물동,계약명,낙찰금액, PO금액,PO번호,PR번호,PR금액,담당,부서,전체 세대수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23년,12월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 104동,사택 104-403 수장공사,4609000,4954675,4509605592-10,93870171-10,5185000,이영우,R&D 지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23년,12월31일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 104동,사택 104-503 UBR 욕조 및 방문 보수,765000,822375,4509605593-10,93870171-20,821000,이영우,R&D 지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23년,12월31일,u,단독,운영센터,S&I 자산,원외(사택/기숙사),기타,기숙사 및 사택 주차관제 설비,850000,,4700005599-10,202000000000 ,51000000,강진휘,S&I 경상투자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,01월31일,엘지에너지솔루션,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 7동,사택 7-304 수장공사,3005000,3230375,4560242460-10,92686411-50,3294000,박원종,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,01월31일,엘지에너지솔루션,단독,운영센터,기타 보수(묶음작업),원외(사택/기숙사),기숙사 AB동,기숙사 A동 502-4호외 6세대 보수,2675000,2875625,4560238468-10,92682592-30,2939000,박원종,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,01월31일,엘지에너지솔루션,단독,운영센터,기타 보수(묶음작업),원외(사택/기숙사),기타,사택 2-305외 13세대 기타 보수,6528000,7017600,4560238455-10,92682478-20,7574000,박원종,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,01월31일,엘지에너지솔루션,단독,운영센터,기타 보수(묶음작업),원외(사택/기숙사),기숙사 AB동,기숙사 A동 204-3호 도배보수외 3건,2203000,2368225,4560238596-10,92684515-30,2436000,박원종,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,01월31일,엘지에너지솔루션,단독,운영센터,기타 보수(묶음작업),원외(사택/기숙사),사택 5동,사택 5-306외 1세대 기타 보수,2035000,2187625,4560245602-10,92689266-30,2219000,박원종,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,01월31일,엘지에너지솔루션,단독,운영센터,기타 보수(묶음작업),원외(사택/기숙사),사택 7동,사택 7-408외 3세대 기타보수,1923000,2067225,4560260650-10,92700695-10,2086000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,01월31일,엘지에너지솔루션,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 3동,기숙사 3동 433호 도배보수,514000,552550,4560260644-10,92700392-10,560000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,01월31일,엘지에너지솔루션,단독,운영센터,사택 단열작업,원외(사택/기숙사),사택 102동,사택 102-503 주방 우측방 단열작업,674000,724550,4560260645-10,92700609-10,738000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,01월31일,엘지에너지솔루션,단독,운영센터,사택 단열작업,원외(사택/기숙사),사택 101동,사택 101-403 단열작업 및 도배 보수,3178000,3416350,4560260646-10,92700610-10,3506000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,01월31일,엘지에너지솔루션,공용,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기타,기숙사 및 사택 전기차 주차구획 작업,5983000,6431725,4560260647-10,92700689-10,6517000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,01월31일,엘지에너지솔루션,공용,운영센터,사택 누수보수,원외(사택/기숙사),기숙사 AB동,기숙사 AB동 오우수 공동구내 부분 크랙보수,1303000,1400725,4560260651-10,92700709-10,1419000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,01월31일,엘지에너지솔루션,단독,운영센터,사택 단열작업,원외(사택/기숙사),사택 102동,사택 102-202 안방단열 및 문 보수,1422000,1528650,4560260652-10,92700824-10,1556000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,01월31일,엘지에너지솔루션,공용,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 AB동/3동,기숙사동 와이파이 속도 측정 및 환경개선,3238000,3480850,4560261370-10,92701716-10,3513000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,01월31일,엘지에너지솔루션,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 5동,사택 5-405 수장공사,4206000,4521450,4560264999-10,92704275-20,4601000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,01월31일,엘지에너지솔루션,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 5동,사택 5-405 기타보수,843000,906225,4560264998-10,92704275-10,915000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,01월31일,엘지에너지솔루션,단독,운영센터,사택 씽크대 교체,원외(사택/기숙사),사택 5동,사택 5-405 씽크대 교체(고층장비),4047000,4350525,4560264997-10,92704244-10,4573000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,01월31일,엘지에너지솔루션,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 5동,사택 5-405 주방벽 철거 및 타일교체,1195000,1284625,4560264996-10,92704242-10,1305000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,01월31일,엘지에너지솔루션,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 5동,사택 5-405 누수 난방분배기 및 급수배관 교체,571000,613825,4560265665-10,92704814-20,627000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,01월31일,엘지에너지솔루션,단독,운영센터,사택 누수보수,원외(사택/기숙사),기숙사 AB동,기숙사 B동 904-3호 발코니 우수 배관 보수,404000,434300,4560265664-10,92704814-10,438000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,01월31일,엘지에너지솔루션,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 9동,사택 9-405 누수탐지 및 보수,687000,738525,4560266032-10,92705240-10,805000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,01월31일,엘지에너지솔루션,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 김시윤(CTO),2985000,3208875,4560261126-10,92700926-10,3273000,김시윤,CTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,01월31일,u,단독,운영센터,S&I 자산,원외(사택/기숙사),기타,기숙사 및 사택 주차관제 설비,850000,,4700005599-10,202000000000 ,51000000,강진휘,S&I 경상투자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,02월28일,엘지에너지솔루션,계약파기→PO취소→PR삭제,운영센터,사택 누수보수,원외(사택/기숙사),사택 5동,[계약파기]사택 5-204 화장실 건축 누수보수,,,4560231286-10,92678457-20,,박원종,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,02월28일,엘지에너지솔루션,계약파기→PO취소→PR삭제,운영센터,사택 누수보수,원외(사택/기숙사),사택 5동,[계약파기]사택 5-204 화장실 매립배관 교체,,,4560232143-10,92678457-30,,박원종,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,02월28일,엘지에너지솔루션,단독,운영센터,사택 누수보수,원외(사택/기숙사),기숙사 AB동,기숙사 B동 904-3호 발코니 수납장 내부 누수 보수,469000,504175,4560266271-10,92705368-10,509000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,02월28일,엘지에너지솔루션,단독,운영센터,사택 7동 외벽 세대 단열,원외(사택/기숙사),사택 7동,사택 7-408 외벽세대 단열작업,3960000,4257000,4560260642-10,92700366-10,4361000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,02월28일,엘지에너지솔루션,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 9동,사택 9-305 천장 누수 보수 작업,1868000,2008100,4560260643-10,92700390-10,2695000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,02월28일,엘지에너지솔루션,단독,운영센터,사택 7동 LED등 교체,원외(사택/기숙사),사택 7동,사택 7-408 LED등기구 교체,789000,848175,4560261326-10,92700691-10,1003000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,02월28일,엘지에너지솔루션,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 7동,사택 7-408 수장공사,3178000,3416350,4560260648-10,92700693-10,3482000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,02월28일,엘지에너지솔루션,단독,운영센터,사택 단열작업,원외(사택/기숙사),사택 7동,사택 7-408 앞뒤 베란다 다용도실 단열작업,1841000,1979075,4560260649-10,92700694-10,2013000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,02월28일,엘지에너지솔루션,단독,운영센터,사택 7동 LED등 교체,원외(사택/기숙사),사택 7동,사택 7-304 LED등기구 교체,907000,975025,4560242968-10,92686411-40,1003000,박원종,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,02월28일,엘지에너지솔루션,공용,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 102동,사택 어린이집 노후시설 보수(건축),1794000,1928550,4560271030-10,92707617-10,1973000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,02월28일,엘지에너지솔루션,공용,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 102동,사택 어린이집 노후시설 보수(전기),2405000,2585375,4560270532-10,92707617-20,2666000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,02월28일,엘지에너지솔루션,단독,운영센터,사택 단열작업,원외(사택/기숙사),사택 9동,사택 9-406 다용도실 및 뒤베란다 외벽 단열,2087000,2243525,4560272306-10,92709474-10,2277000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,02월28일,엘지에너지솔루션,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 9동,사택 9-406 내부 창호교체(고층장비),10810000,11620750,4560272665-10,92709473-10,12207000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,02월28일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 6동,사택 6동 고장 전력량계 교체 작업,923000,992225,4509637110-10,93911397-10,1125000,이영우,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,02월28일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 1동,사택 1-205 커튼설치,1399000,1503925,4509641981-10,93917246-10,1574000,이영우,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,02월28일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 104동,사택 104-203 UBR 욕조 누수보수,736000,791200,4509649706-10,93931346-10,833000,이영우,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,02월28일,엘지화학,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 이준(양극재),2621000,2817575,4509637255-10,93909116-10,2975000,이준,양극재,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,02월28일,엘지화학,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 김정훈(양극재),2563000,2755225,4509645759-10,93925432-10,2884000,김정훈,양극재,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,02월28일,u,단독,운영센터,S&I 자산,원외(사택/기숙사),기타,기숙사 및 사택 주차관제 설비,850000,,4700005599-10,202000000000 ,51000000,강진휘,S&I 경상투자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,03월30일,엘지에너지솔루션,단독,운영센터,기타 보수(묶음작업),원외(사택/기숙사),기타,사택 5-101외 7세대 누수 보수,1712000,1840400,4560254398-10,92695565-10,2641000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,03월30일,엘지에너지솔루션,단독,운영센터,기타 보수(묶음작업),원외(사택/기숙사),기타,사택 5-302외 3세대 기타 보수,1477000,1587775,4560242904-10,92686439-30,1730000,박원종,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,03월30일,엘지에너지솔루션,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 9동,사택 9-406 수장공사,4306000,4628950,4560272307-10,92709475-10,4711000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,03월30일,엘지에너지솔루션,단독,운영센터,사택 단열작업,원외(사택/기숙사),사택 9동,사택 9-205 안방 단열작업 및 부분도배,908000,976100,4560274839-10,92711583-10,992000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,03월30일,엘지에너지솔루션,단독,운영센터,사택 단열작업,원외(사택/기숙사),사택 9동,사택 9-405 다용도실 및 베란다 외벽 단열후 도장,2616000,2812200,4560276032-10,92712425-10,2852000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,03월30일,엘지에너지솔루션,단독,운영센터,사택 단열작업,원외(사택/기숙사),사택 5동,사택 5-205 뒤베란다 다용도실 단열작업,870000,935250,4560276872-10,92714188-20,949000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,03월30일,엘지에너지솔루션,단독,운영센터,사택 붙박이장 신설,원외(사택/기숙사),사택 5동,사택 5-301 붙박이장 신설(고층장비),3058000,3287350,4560276875-10,92714199-20,3437000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,03월30일,엘지에너지솔루션,단독,운영센터,사택 씽크대 문짝 교체,원외(사택/기숙사),사택 5동,사택 5-301 씽크대 상하부장 문짝교체,906000,973950,4560276876-10,92714199-30,1012000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,03월30일,엘지에너지솔루션,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 5동,사택 5-301 내부 창호교체(고층장비),9587000,10306025,4560276877-10,92714199-40,10702000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,03월30일,엘지에너지솔루션,단독,운영센터,사택 씽크대 문짝 교체,원외(사택/기숙사),사택 8동,사택 8-408 씽크대 상하부장 문짝교체,906000,973950,4560276883-10,92714225-20,1012000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,03월30일,엘지에너지솔루션,공용,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 9동,사택 9동 5-6 라인 지하 음식물 처리기 급수배관 이설,512000,550400,4560275316-10,92711856-10,853000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,03월30일,엘지에너지솔루션,공용,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기타,기숙사 및 사택 기계실 안전밸브 및 유도배관 설치,1715000,1843625,4560274986-10,92711854-10,2543000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,03월30일,엘지에너지솔루션,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 김경훈(cell선행),2563000,2755225,4560273647-10,92710549-10,2813000,김경훈,분석센터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,03월30일,엘지에너지솔루션,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 이유신(양극재),2563000,2755225,4560273648-10,92710594-10,2813000,이유신,양극재,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,03월30일,엘지에너지솔루션,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 김요한(분석),2563000,2755225,4560280437-10,92716207-10,2813000,김요한,가스분석,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,03월30일,u,단독,운영센터,S&I 자산,원외(사택/기숙사),기타,기숙사 및 사택 주차관제 설비,850000,,4700005599-10,202000000000 ,51000000,강진휘,S&I 경상투자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지에너지솔루션,단독,운영센터,사택 단열작업,원외(사택/기숙사),사택 9동,사택 9-501 안방 단열 및 뒤베란다 곰팡이제거 도장,1264000,1358800,4560275348-10,92711849-10,1378000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지에너지솔루션,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 AB동,기숙사 A동 302-2호 도배보수외 10세대,3741000,4021575,4560276878-10,92714200-10,4077000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지에너지솔루션,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 2동,사택 2-104 수장공사,3311000,3559325,4560276869-10,92714180-10,3623000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지에너지솔루션,단독,운영센터,사택 씽크대 문짝 교체,원외(사택/기숙사),사택 2동,사택 2-104 씽크대 상하부장 문짝교체,947000,1018025,4560276870-10,92714180-20,1059000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지에너지솔루션,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 2동,사택 2-305 수장공사,3311000,3559325,4560276879-10,92714215-10,3623000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지에너지솔루션,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 5동,사택 5-205 수장공사,4079000,4384925,4560276871-10,92714188-10,4460000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지에너지솔루션,단독,운영센터,사택 씽크대 문짝 교체,원외(사택/기숙사),사택 5동,사택 5-205 씽크대 상하부장 문짝교체,906000,973950,4560276873-10,92714188-30,1012000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지에너지솔루션,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 5동,사택 5-301 수장공사,4079000,4384925,4560276874-10,92714199-10,4460000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지에너지솔루션,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 7동,사택 7-401 수장공사,3148000,3384100,4560276880-10,92714222-10,3446000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지에너지솔루션,단독,운영센터,사택 7동 외벽 세대 단열,원외(사택/기숙사),사택 7동,사택 7-401 외벽세대 단열작업,3614000,3885050,4560276881-10,92714222-20,3965000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지에너지솔루션,단독,운영센터,사택 7동 LED등 교체,원외(사택/기숙사),사택 7동,사택 7-401 LED등기구 교체,788000,847100,4560278149-10,92714222-30,868000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지에너지솔루션,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 8동,사택 8-408 수장공사,4306000,4628950,4560276882-10,92714225-10,4711000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지에너지솔루션,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 5동,사택 5-404 수장공사,4079000,4384925,4560276886-10,92714696-30,4460000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지에너지솔루션,단독,운영센터,사택 씽크대 문짝 교체,원외(사택/기숙사),사택 5동,사택 5-404 씽크대 상하부장 문짝교체,906000,973950,4560276885-10,92714696-20,1012000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지에너지솔루션,단독,운영센터,사택 붙박이장 신설,원외(사택/기숙사),사택 5동,사택 5-404 붙박이장 신설(고층),2431000,2613325,4560276884-10,92714696-10,2727000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지에너지솔루션,단독,운영센터,사택 씽크대 수리,원외(사택/기숙사),사택 9동,사택 9-406 씽크대 씽크볼 교체,484000,520300,4560281095-10,92716694-10,541000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지에너지솔루션,공용,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 AB동,기숙사 AB동 지하 주차장 천장 단열재 탈락보수,1671000,1796325,4560281096-10,92716694-30,1814000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지에너지솔루션,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 5동,사택 5-402 수장공사,4079000,4384925,4560281966-10,92717110-10,4460000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지에너지솔루션,단독,운영센터,사택 씽크대 문짝 교체,원외(사택/기숙사),사택 5동,사택 5-402 씽크대 상하부장 문짝교체,906000,973950,4560280772-10,92717110-20,1012000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지에너지솔루션,단독,운영센터,사택 씽크대 문짝 교체,원외(사택/기숙사),사택 2동,사택 2-101 씽크대 상하부장 문짝교체,947000,1018025,4560283652-10,92718992-20,1059000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지에너지솔루션,단독,운영센터,사택 단열작업,원외(사택/기숙사),사택 9동,사택 9-105 안방 단열작업 및 부분도배,812000,872900,4560283653-10,92719015-10,888000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지에너지솔루션,단독,운영센터,사택 씽크대 문짝 교체,원외(사택/기숙사),사택 8동,사택 8-210 씽크대 상하부장 문짝교체,906000,973950,4560284368-10,92719012-20,1012000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지에너지솔루션,단독,운영센터,사택 단열작업,원외(사택/기숙사),사택 102동,사택 102-504 안방 단열재 들뜸보수,511000,549325,4560284194-10,92719523-10,555000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지에너지솔루션,단독,운영센터,사택 세대내 보일러 교체(개별),원외(사택/기숙사),사택 102동,사택 102-506 세대내 고장 보일러 교체,1200000,1290000,4560286485-10,92721022-10,1551000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 1동,사택 1-306 수장공사,3093000,3324975,4509675565-10,93966946-10,3480000,이영우,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지화학,단독,운영센터,사택 단열작업,원외(사택/기숙사),사택 1동,사택 1-306 우측방 단열 및 기타보수,1423000,1529725,4509675566-10,93966946-20,1607000,이영우,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지화학,단독,운영센터,사택 세대내 보일러 교체(개별),원외(사택/기숙사),사택 104동,사택 104-401 세대내 고장 보일러 교체,1200000,1290000,4509684780-10,93978001-10,1712000,이영우,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지에너지솔루션,계약파기→PO취소→PR삭제,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,[계약파기]임차사택 수장공사 배경택(Cell성능),,,4560284369-10,92719304-10,952000,배경택,Cell성능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,엘지에너지솔루션,PR삭제,운영센터,,,,임차사택 수장공사 김상우(Cell선행),,,,92721015-10,1860000,김상우,Cell선행,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,04월30일,u,단독,운영센터,S&I 자산,원외(사택/기숙사),기타,기숙사 및 사택 주차관제 설비,850000,,4700005599-10,202000000000 ,51000000,강진휘,S&I 경상투자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24년,05월31일,엘지에너지솔루션,단독,운영센터,긴급 건축 보수(후정산),원외(사택/기숙사),기타,기숙사 및 사택 긴급보수 작업(건축)-1차,9061000,9740575,4560271029-10,92708454-10,9855000,김규환,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
